Sec,RollNo,Dept,Aptitude_Score,Mock_Interview_Score,Problems_Solved,Hackathon_Count,Technical_Test_Score,Resume_Score,Projects_Count,Placement_Probabilities,Placement_Readiness
D,21IT0392,EEE,90,87,336,9,92,69,5,81.67,Ready
D,21CS0393,CSE,49,65,298,9,53,69,0,58.57,Not Ready
B,21IT0394,CSE,99,47,273,1,94,52,0,60.42,Not Ready
D,21ME0395,ME,59,85,256,6,85,63,0,64.09,Not Ready
D,21CS0396,IT,62,91,111,8,46,76,1,58.16,Not Ready
D,21EC0397,IT,94,83,252,7,57,82,0,69.23,Not Ready
C,21CS0398,CSE,77,56,436,2,87,46,1,64.32,Not Ready
C,21CS0399,CSE,76,63,34,8,81,84,5,60.84,Not Ready
B,21IT0400,EEE,55,79,189,2,58,67,4,54.26,Not Ready
C,21CS0401,ME,81,76,447,6,93,96,1,79.46,Ready
D,21EE0402,ME,99,46,123,5,40,59,0,50.82,Not Ready
C,21ME0403,EEE,70,62,112,2,68,42,2,48.53,Not Ready
A,21EE0404,ME,53,51,314,9,59,89,1,60.74,Not Ready
D,21EC0405,IT,82,95,181,9,78,46,1,68.56,Not Ready
D,21ME0406,ECE,44,58,91,2,72,44,0,41.24,Not Ready
B,21IT0407,IT,42,93,172,1,56,83,2,52.83,Not Ready
B,21ME0408,IT,62,82,352,3,81,71,0,65.13,Not Ready
B,21IT0409,EEE,62,93,286,6,97,59,6,72.64,Ready
C,21CS0410,CSE,51,74,16,8,79,90,6,58.24,Not Ready
B,21IT0411,ME,62,94,281,2,68,44,6,62.79,Not Ready
B,21EC0412,EEE,69,68,285,1,49,52,4,54.85,Not Ready
B,21EE0413,EEE,76,69,152,1,51,76,0,51.33,Not Ready
C,21ME0414,EEE,74,99,274,6,99,98,6,79.96,Ready
A,21EE0415,ECE,72,69,264,0,51,46,1,51.64,Not Ready
D,21EE0416,EEE,72,51,352,0,55,65,4,55.93,Not Ready
B,21EE0417,ME,64,84,269,4,97,48,7,68.08,Not Ready
A,21EE0418,EEE,96,57,264,6,47,40,1,58.84,Not Ready
D,21CS0419,CSE,66,93,15,6,79,53,3,57.43,Not Ready
B,21EC0420,IT,63,62,358,5,77,53,5,64.3,Not Ready
B,21EC0421,ME,80,74,362,2,47,49,4,61.73,Not Ready
C,21IT0422,EEE,94,49,469,3,40,58,7,66.54,Not Ready
A,21IT0423,CSE,92,41,164,4,48,98,0,54.16,Not Ready
C,21IT0424,IT,58,83,205,9,96,79,2,68.95,Not Ready
D,21EC0425,ME,43,68,204,5,40,62,0,47.56,Not Ready
A,21EC0426,ME,64,45,243,0,88,85,0,53.22,Not Ready
C,21EC0427,ME,58,48,434,4,81,69,4,64.11,Not Ready
A,21IT0428,ME,93,66,5,1,74,60,5,53.23,Not Ready
C,21CS0429,IT,65,46,144,6,77,62,6,55.46,Not Ready
A,21EE0430,ECE,71,92,357,5,72,84,3,72.96,Ready
A,21EC0431,IT,96,49,25,5,53,42,7,51.53,Not Ready
D,21EC0432,ME,81,69,94,5,45,66,5,55.24,Not Ready
D,21ME0433,EEE,52,75,216,5,54,84,2,56.79,Not Ready
D,21EC0434,CSE,90,84,373,5,74,63,7,76.49,Ready
A,21EE0435,ME,71,69,369,1,69,74,6,65.26,Not Ready
A,21IT0436,ECE,72,66,246,6,97,96,6,71.34,Ready
D,21ME0437,EEE,87,41,367,6,42,62,4,61.28,Not Ready
B,21EE0438,CSE,48,95,496,2,82,81,3,72.72,Ready
D,21CS0439,ECE,47,77,251,2,78,56,4,56.64,Not Ready
C,21EE0440,IT,81,58,464,0,69,86,6,69.06,Not Ready
D,21EC0441,IT,93,66,265,8,43,80,1,65.48,Not Ready
A,21IT0442,EEE,66,75,132,6,41,96,1,55.86,Not Ready
D,21EE0443,CSE,54,75,12,4,70,93,4,52.58,Not Ready
A,21ME0444,ME,70,63,102,9,65,83,2,58.98,Not Ready
D,21EE0445,EEE,80,84,192,1,75,56,4,60.83,Not Ready
D,21ME0446,CSE,86,67,30,8,63,78,2,58.3,Not Ready
B,21ME0447,CSE,50,83,176,6,54,58,1,54.17,Not Ready
C,21EE0448,EEE,51,44,89,8,82,76,0,50.46,Not Ready
B,21ME0449,EEE,48,42,199,4,66,59,4,48.26,Not Ready
A,21IT0450,EEE,87,71,126,7,75,85,0,63.39,Not Ready
A,21EC0451,EEE,57,97,91,9,83,47,7,64.96,Not Ready
D,21CS0452,ME,73,48,218,8,51,91,5,60.8,Not Ready
A,21EE0453,EEE,75,49,91,8,71,61,7,57.56,Not Ready
D,21ME0454,IT,72,82,276,8,99,71,5,74.91,Ready
A,21EC0455,EEE,91,60,178,7,60,84,4,64.22,Not Ready
A,21ME0456,EEE,89,95,72,3,82,72,3,64.06,Not Ready
B,21EC0457,IT,50,72,430,5,90,66,1,67.32,Not Ready
A,21EE0458,ME,54,48,113,9,46,63,2,48.37,Not Ready
C,21ME0459,EEE,44,78,407,6,53,75,1,62.76,Not Ready
C,21CS0460,CSE,94,96,212,3,52,69,5,67.31,Not Ready
C,21CS0461,ME,40,84,454,3,51,77,5,64.44,Not Ready
A,21EE0462,EEE,77,65,249,7,94,84,3,69.74,Not Ready
A,21ME0463,EEE,74,60,161,5,48,60,6,55.19,Not Ready
C,21EE0464,CSE,93,58,201,5,41,78,7,61.56,Not Ready
A,21EC0465,ECE,60,60,404,9,87,87,0,70.91,Ready
C,21EE0466,ECE,45,86,238,6,87,54,3,62.04,Not Ready
D,21CS0467,ME,55,91,259,6,76,78,2,66.01,Not Ready
C,21IT0468,IT,53,67,82,0,41,51,0,38.53,Not Ready
D,21ME0469,ME,46,90,125,9,66,75,7,62.98,Not Ready
D,21IT0470,ECE,84,89,485,2,95,89,2,80.4,Ready
A,21CS0471,CSE,87,57,277,6,81,53,4,65.83,Not Ready
B,21IT0472,ECE,86,65,382,3,59,52,4,65.03,Not Ready
B,21EC0473,IT,90,89,182,0,47,50,2,56.38,Not Ready
B,21IT0474,ME,43,46,115,0,78,72,5,44.42,Not Ready
A,21EE0475,EEE,80,65,37,3,76,55,3,52.26,Not Ready
A,21CS0476,ME,93,77,389,8,90,59,7,81.34,Ready
D,21ME0477,ECE,84,81,159,7,47,56,1,59.64,Not Ready
D,21CS0478,IT,91,46,232,5,69,98,5,64.96,Not Ready
B,21EE0479,CSE,53,83,36,0,59,86,4,48.59,Not Ready
D,21CS0480,CSE,53,65,240,6,79,88,1,60.48,Not Ready
A,21IT0481,IT,47,56,497,5,91,81,4,69.73,Not Ready
D,21IT0482,ME,66,58,371,7,83,68,5,69.02,Not Ready
A,21EC0483,IT,90,98,195,4,70,56,6,69.25,Not Ready
B,21EE0484,CSE,72,87,232,7,61,54,0,62.63,Not Ready
C,21EE0485,IT,78,82,375,8,66,50,6,73.65,Ready
C,21ME0486,CSE,66,54,403,5,63,61,2,61.92,Not Ready
A,21ME0487,EEE,52,56,264,5,46,79,5,55.08,Not Ready
C,21ME0488,ME,87,59,374,1,48,66,1,59.58,Not Ready
B,21EE0489,IT,87,76,38,9,78,64,6,64.97,Not Ready
D,21EC0490,EEE,89,45,390,0,89,69,4,65.15,Not Ready
D,21ME0491,ME,63,59,175,1,94,68,5,56.43,Not Ready
D,21IT0492,CSE,42,82,149,2,65,50,1,48.14,Not Ready
B,21ME0493,IT,91,60,147,7,54,49,2,57.33,Not Ready
C,21ME0494,ME,59,53,35,4,67,92,1,47.68,Not Ready
B,21EE0495,CSE,59,71,221,0,41,55,5,49.62,Not Ready
C,21CS0496,ECE,67,53,408,5,47,63,4,61.17,Not Ready
D,21CS0497,EEE,49,54,282,2,88,68,2,55.13,Not Ready
C,21IT0498,ME,76,52,39,6,78,56,3,52.34,Not Ready
B,21ME0499,IT,58,93,409,9,63,52,7,74.59,Ready
C,21IT0500,EEE,72,94,31,4,70,96,2,59.79,Not Ready
D,21IT0501,ECE,57,86,318,1,53,80,7,62.64,Not Ready
D,21ME0502,CSE,45,55,443,8,88,41,2,64.27,Not Ready
A,21IT0503,ME,70,47,68,4,85,97,3,54.44,Not Ready
A,21IT0504,EEE,70,63,142,3,47,94,7,56.1,Not Ready
C,21EC0505,CSE,97,87,127,1,61,67,2,59.98,Not Ready
B,21IT0506,ECE,93,90,271,8,90,60,6,78.69,Ready
D,21CS0507,IT,41,78,459,8,81,56,5,71.04,Ready
B,21EC0508,IT,98,49,142,3,90,80,2,60.83,Not Ready
C,21EE0509,EEE,49,44,280,0,60,44,4,45.7,Not Ready
C,21ME0510,ECE,74,78,82,6,53,97,7,61.7,Not Ready
B,21EE0511,ME,52,59,359,6,43,83,7,61.68,Not Ready
A,21ME0512,ME,97,79,223,6,84,81,6,74.57,Ready
C,21EC0513,EEE,94,65,438,2,78,74,1,71.04,Ready
D,21EE0514,CSE,48,56,371,1,53,61,0,50.69,Not Ready
A,21CS0515,IT,78,80,176,1,60,67,7,59.72,Not Ready
C,21IT0516,IT,95,84,269,6,91,99,2,77.36,Ready
A,21ME0517,ME,66,97,208,8,61,48,5,66,Not Ready
D,21EE0518,CSE,51,78,169,4,82,51,6,57.71,Not Ready
C,21ME0519,ME,91,48,313,5,87,61,2,65.72,Not Ready
B,21IT0520,ECE,89,61,396,0,62,63,3,63.32,Not Ready
C,21EC0521,ME,44,87,247,7,47,78,5,61.06,Not Ready
B,21EC0522,CSE,45,45,409,8,75,97,0,63.31,Not Ready
A,21CS0523,IT,85,83,187,0,66,46,0,55.58,Not Ready
B,21CS0524,IT,73,69,11,7,64,78,7,57.62,Not Ready
B,21EC0525,EEE,92,83,349,1,49,77,1,65.64,Not Ready
C,21ME0526,ME,64,56,98,5,99,62,2,55.22,Not Ready
C,21ME0527,CSE,52,68,153,1,54,60,6,48.97,Not Ready
D,21ME0528,EEE,69,89,51,2,92,87,5,61.26,Not Ready
A,21ME0529,IT,40,68,178,0,53,85,0,45.17,Not Ready
B,21IT0530,IT,67,77,43,7,52,99,2,56.47,Not Ready
A,21EC0531,ECE,45,47,417,2,69,56,4,55.53,Not Ready
D,21EE0532,IT,80,44,53,9,40,65,5,51.54,Not Ready
A,21EC0533,ME,85,83,149,0,78,75,6,62.51,Not Ready
A,21CS0534,CSE,58,53,195,2,93,70,2,54.2,Not Ready
C,21ME0535,ECE,90,99,245,2,84,85,0,70.7,Ready
A,21EC0536,EEE,74,97,218,4,55,81,6,67.02,Not Ready
D,21ME0537,EEE,98,82,184,8,98,79,2,75.21,Ready
B,21ME0538,EEE,57,64,128,8,48,82,6,56.47,Not Ready
A,21IT0539,ME,53,99,414,6,78,80,3,74.54,Ready
D,21IT0540,IT,61,41,383,6,56,82,5,61.44,Not Ready
C,21ME0541,EEE,77,96,257,5,73,57,2,67.78,Not Ready
B,21EC0542,IT,50,72,390,5,43,47,3,58.03,Not Ready
D,21EE0543,ECE,43,78,373,2,94,78,6,66.77,Not Ready
A,21IT0544,ECE,57,99,65,1,52,49,7,51.88,Not Ready
B,21EE0545,ECE,98,88,248,0,54,43,7,63.9,Not Ready
C,21EE0546,EEE,90,83,236,6,75,60,1,67.91,Not Ready
A,21ME0547,ECE,75,54,370,7,51,48,7,64.42,Not Ready
A,21IT0548,ME,52,74,74,7,76,58,1,52.98,Not Ready
A,21ME0549,IT,87,71,335,2,87,44,4,66.95,Not Ready
C,21IT0550,ECE,88,44,162,7,41,52,6,54.98,Not Ready
B,21CS0551,ME,42,65,219,1,41,56,6,46.66,Not Ready
D,21EC0552,ECE,57,65,13,5,69,66,4,49.37,Not Ready
A,21CS0553,CSE,68,79,279,7,40,79,6,65.21,Not Ready
A,21EC0554,EEE,56,46,127,7,88,84,0,54.08,Not Ready
A,21EC0555,EEE,44,99,152,2,60,64,5,55.2,Not Ready
A,21EC0556,ME,72,97,46,2,90,81,5,62.36,Not Ready
B,21IT0557,CSE,89,94,313,5,79,41,7,74.44,Ready
D,21IT0558,ME,57,82,104,8,74,65,7,61.94,Not Ready
C,21EC0559,EEE,47,90,418,9,98,62,7,78.4,Ready
C,21CS0560,ECE,58,71,19,1,84,40,6,47.91,Not Ready
B,21EE0561,EEE,96,41,20,7,47,40,2,47.5,Not Ready
A,21EC0562,ME,46,42,32,6,74,59,1,42.5,Not Ready
B,21EE0563,IT,42,64,495,5,74,92,7,70.68,Ready
B,21CS0564,EEE,96,95,248,5,73,46,1,69.3,Not Ready
B,21EE0565,ME,58,81,389,8,85,47,1,69.44,Not Ready
D,21IT0566,ME,78,87,21,1,85,64,4,56.49,Not Ready
D,21CS0567,IT,96,46,209,8,50,65,1,59.39,Not Ready
B,21IT0568,EEE,56,85,56,0,70,87,6,53.39,Not Ready
B,21EE0569,ECE,78,90,255,2,71,89,0,65.35,Not Ready
D,21ME0570,CSE,63,99,8,3,47,81,3,52.74,Not Ready
B,21CS0571,EEE,65,78,314,8,94,70,7,74.64,Ready
D,21ME0572,ME,94,48,498,8,42,56,5,71.34,Ready
D,21EC0573,ECE,84,52,280,2,95,78,5,65.58,Not Ready
C,21ME0574,CSE,92,43,64,2,74,95,2,53.41,Not Ready
C,21IT0575,EEE,63,42,486,7,74,60,2,65.79,Not Ready
D,21IT0576,CSE,59,68,395,8,73,95,0,69.65,Not Ready
B,21EE0577,EEE,84,88,487,1,99,72,2,78.18,Ready
B,21EE0578,EEE,71,51,493,3,76,97,0,68.22,Not Ready
B,21EC0579,ME,70,46,120,5,49,63,2,47.9,Not Ready
C,21IT0580,EEE,41,82,454,3,54,69,3,62.64,Not Ready
A,21CS0581,ECE,73,64,115,2,57,64,2,50.2,Not Ready
D,21EC0582,ECE,64,92,96,3,47,93,2,55.64,Not Ready
A,21ME0583,EEE,62,56,28,9,92,48,3,54.19,Not Ready
A,21CS0584,IT,73,65,154,2,94,76,0,57.46,Not Ready
B,21EC0585,EEE,59,45,123,7,76,96,1,54.34,Not Ready
A,21ME0586,ECE,70,92,40,9,44,53,1,55.53,Not Ready
B,21CS0587,ME,66,54,215,2,84,48,7,56.38,Not Ready
A,21EE0588,EEE,74,99,133,7,50,76,6,65.77,Not Ready
D,21IT0589,ME,60,69,304,3,75,93,0,61.51,Not Ready
C,21ME0590,CSE,88,75,279,7,76,77,4,72.36,Ready
C,21IT0591,IT,76,83,178,2,99,86,2,65.62,Not Ready
B,21ME0592,CSE,57,67,357,5,44,48,1,56.1,Not Ready
A,21IT0593,EEE,56,84,337,6,43,61,7,64.4,Not Ready
A,21ME0594,EEE,87,95,240,0,82,99,2,69.45,Not Ready
A,21IT0595,EEE,98,88,376,9,87,84,2,83.94,Ready
A,21EE0596,CSE,67,46,330,6,88,95,5,67.62,Not Ready
A,21IT0597,CSE,65,97,177,4,75,80,2,63.98,Not Ready
D,21ME0598,ME,74,80,188,8,61,75,5,66.1,Not Ready
C,21IT0599,CSE,75,79,51,9,81,41,5,61.22,Not Ready
B,21IT0600,ME,99,88,107,5,76,47,6,66.53,Not Ready
A,21EC0601,IT,78,43,164,1,81,81,6,55.76,Not Ready
C,21ME0602,ME,46,94,7,2,40,59,1,42.8,Not Ready
D,21IT0603,CSE,70,51,66,8,77,73,0,53.69,Not Ready
D,21ME0604,IT,96,74,491,9,76,87,0,82.74,Ready
D,21EC0605,IT,57,46,74,5,43,76,4,45.11,Not Ready
D,21ME0606,EEE,53,78,214,0,81,69,6,57.56,Not Ready
A,21ME0607,ECE,88,40,378,5,71,82,7,68.94,Not Ready
C,21ME0608,ME,92,74,341,1,85,78,2,69.64,Not Ready
B,21CS0609,CSE,85,77,472,3,77,59,3,73.6,Ready
A,21IT0610,CSE,99,70,62,1,57,66,1,53.06,Not Ready
D,21CS0611,CSE,93,57,28,2,79,85,4,55.97,Not Ready
D,21IT0612,CSE,42,51,22,7,93,70,7,51.8,Not Ready
D,21IT0613,CSE,66,50,357,2,65,60,3,57.1,Not Ready
D,21EC0614,CSE,95,84,289,3,76,75,5,72.38,Ready
A,21CS0615,ME,64,60,149,5,84,59,6,58.01,Not Ready
C,21CS0616,CSE,87,76,446,2,71,84,7,75.86,Ready
B,21EE0617,ECE,68,46,400,8,69,76,2,66,Not Ready
C,21EC0618,ECE,48,47,214,6,41,60,3,47.58,Not Ready
C,21IT0619,CSE,95,40,123,8,98,58,1,61.04,Not Ready
B,21IT0620,EEE,76,41,82,2,90,69,6,52.83,Not Ready
D,21EE0621,EEE,52,57,385,6,54,72,4,61,Not Ready
D,21IT0622,ECE,77,84,189,1,87,84,7,66.59,Not Ready
A,21CS0623,EEE,81,55,12,5,71,94,0,52.73,Not Ready
A,21EE0624,ECE,45,99,267,0,82,79,4,62.18,Not Ready
C,21EE0625,EEE,41,86,237,0,42,67,5,51,Not Ready
B,21IT0626,CSE,81,84,485,5,80,72,4,79.1,Ready
B,21IT0627,EEE,80,87,418,1,91,62,1,71.6,Ready
A,21EE0628,EEE,58,80,438,5,81,91,3,73.24,Ready
D,21CS0629,ME,96,94,449,7,75,41,6,82.06,Ready
A,21IT0630,ME,82,61,409,3,65,61,3,65.68,Not Ready
C,21IT0631,EEE,61,96,248,1,69,47,6,61.12,Not Ready
A,21EE0632,IT,40,58,266,0,74,42,0,45.54,Not Ready
D,21EC0633,CSE,56,94,103,5,46,70,6,56.77,Not Ready
B,21CS0634,ECE,81,78,337,4,98,95,4,75.98,Ready
C,21IT0635,ME,84,46,254,0,52,66,4,53.06,Not Ready
D,21IT0636,IT,79,62,92,3,59,72,3,52.81,Not Ready
C,21EC0637,IT,71,62,262,1,82,50,1,56,Not Ready
B,21IT0638,EEE,77,90,157,3,55,91,3,61.9,Not Ready
A,21ME0639,ECE,84,44,302,4,92,43,7,64.16,Not Ready
A,21EE0640,IT,64,63,115,5,88,73,5,58.62,Not Ready
B,21IT0641,ME,91,56,366,7,40,41,4,63.64,Not Ready
A,21ME0642,EEE,67,60,490,6,67,71,4,70.65,Ready
A,21IT0643,ECE,77,42,407,3,54,88,0,59.98,Not Ready
C,21EE0644,IT,53,46,312,3,66,57,5,54,Not Ready
A,21ME0645,ECE,68,94,298,5,99,95,4,76.17,Ready
A,21ME0646,CSE,98,73,276,3,48,78,3,65.11,Not Ready
B,21EE0647,EEE,73,42,414,4,78,53,0,60.56,Not Ready
D,21EC0648,IT,41,61,225,4,60,40,5,49.53,Not Ready
B,21EC0649,IT,62,50,304,9,96,68,3,66.64,Not Ready
B,21EE0650,IT,53,83,267,2,80,59,3,59.66,Not Ready
B,21IT0651,CSE,54,81,14,0,74,68,4,47.96,Not Ready
B,21CS0652,EEE,76,78,41,1,79,85,4,56.29,Not Ready
D,21IT0653,EEE,65,92,168,8,61,93,2,65.82,Not Ready
B,21ME0654,ME,72,71,141,6,98,73,2,63.49,Not Ready
C,21CS0655,ME,46,77,190,7,74,70,3,59.18,Not Ready
A,21ME0656,EEE,57,90,486,1,98,65,4,73.54,Ready
C,21ME0657,ECE,79,42,440,7,49,58,3,63.82,Not Ready
A,21EE0658,EEE,44,83,231,6,68,91,5,63.07,Not Ready
D,21EC0659,ME,92,82,471,9,78,41,1,79.06,Ready
D,21EC0660,IT,66,97,277,7,47,55,1,63.86,Not Ready
B,21EC0661,ME,70,76,226,1,79,91,6,63.94,Not Ready
D,21EC0662,EEE,48,45,248,2,77,90,2,52.32,Not Ready
A,21CS0663,CSE,54,44,291,7,66,91,0,57.24,Not Ready
D,21EC0664,ECE,96,85,392,7,92,98,7,86.86,Ready
C,21EE0665,CSE,66,97,367,5,87,60,0,71.33,Ready
A,21IT0666,ECE,57,41,151,9,83,89,1,56.62,Not Ready
D,21ME0667,CSE,60,54,228,0,67,66,4,51.07,Not Ready
D,21IT0668,ME,68,71,430,8,51,46,7,69.62,Not Ready
D,21CS0669,IT,83,97,350,4,82,57,6,75.75,Ready
A,21EE0670,ME,43,42,63,6,70,70,7,47.4,Not Ready
B,21ME0671,ECE,40,89,56,6,74,79,5,56.16,Not Ready
D,21CS0672,ECE,52,96,75,5,62,83,0,55.2,Not Ready
D,21EE0673,ECE,59,99,399,3,82,52,4,70.56,Ready
C,21ME0674,ME,95,93,427,1,53,51,5,71.85,Ready
B,21EC0675,CSE,98,53,403,7,78,92,6,77.97,Ready
D,21ME0676,EEE,60,65,375,7,61,97,5,68.97,Not Ready
D,21CS0677,CSE,49,44,451,0,68,46,3,53.32,Not Ready
B,21CS0678,IT,80,95,283,7,40,72,2,67.77,Not Ready
B,21ME0679,CSE,89,66,69,2,74,65,6,57.11,Not Ready
A,21EE0680,ME,43,80,79,9,73,66,5,57.44,Not Ready
A,21EE0681,EEE,71,54,348,4,72,41,1,58.44,Not Ready
D,21EC0682,ECE,53,46,200,6,69,85,1,53.28,Not Ready
C,21CS0683,ECE,84,86,261,8,76,57,6,73.29,Ready
A,21EC0684,ME,63,77,383,4,75,78,2,67.62,Not Ready
A,21EC0685,EEE,58,75,96,1,52,85,1,48.36,Not Ready
D,21EE0686,CSE,47,67,110,6,56,82,4,52.3,Not Ready
C,21EC0687,EEE,84,99,144,8,60,97,2,70.31,Ready
B,21IT0688,CSE,88,95,409,2,74,43,4,72.86,Ready
C,21EC0689,CSE,83,94,306,6,48,52,1,66.67,Not Ready
D,21EC0690,EEE,62,78,283,3,66,93,4,64.02,Not Ready
C,21CS0691,IT,81,41,441,5,83,95,2,70.24,Ready
D,21ME0692,EEE,95,67,155,3,88,79,0,62.7,Not Ready
D,21EC0693,ME,83,81,451,5,86,47,1,74.07,Ready
A,21EC0694,IT,92,99,412,8,77,93,7,87.9,Ready
D,21ME0695,CSE,93,63,200,4,43,79,5,60.68,Not Ready
C,21CS0696,CSE,62,97,212,6,71,55,7,66.81,Not Ready
C,21CS0697,ECE,42,75,132,2,63,49,0,45.03,Not Ready
A,21IT0698,ME,86,70,160,7,44,59,4,59.6,Not Ready
D,21EE0699,ECE,94,92,132,4,79,44,0,62.73,Not Ready
C,21CS0700,IT,45,72,251,4,53,89,6,58.04,Not Ready
B,21CS0701,CSE,55,93,365,6,79,96,2,72.9,Ready
A,21IT0702,EEE,47,73,104,0,44,57,4,42.96,Not Ready
D,21ME0703,CSE,97,72,220,8,44,73,2,65.75,Not Ready
B,21CS0704,ECE,73,54,109,2,63,72,7,52.78,Not Ready
C,21CS0705,IT,66,44,448,1,52,81,0,56.82,Not Ready
B,21EC0706,CSE,62,70,187,1,43,71,7,52.8,Not Ready
B,21EE0707,IT,74,93,202,4,64,58,2,62.13,Not Ready
A,21ME0708,CSE,68,68,96,3,43,69,7,51.77,Not Ready
B,21EC0709,EEE,44,90,275,2,54,76,5,58.63,Not Ready
B,21EE0710,EEE,81,93,300,0,49,57,5,62.98,Not Ready
D,21ME0711,CSE,79,68,205,1,80,62,4,59.3,Not Ready
B,21EE0712,CSE,95,54,138,0,60,82,7,56.9,Not Ready
D,21ME0713,ME,49,45,284,1,66,44,3,47.34,Not Ready
C,21CS0714,IT,56,73,195,1,67,42,2,50.1,Not Ready
A,21ME0715,ECE,66,52,157,0,55,52,6,47.08,Not Ready
B,21IT0716,IT,77,86,202,1,75,68,2,60.98,Not Ready
B,21EC0717,CSE,85,70,181,1,68,41,1,54.16,Not Ready
D,21IT0718,EEE,98,93,19,0,91,81,2,61.96,Not Ready
D,21EE0719,ECE,78,57,374,1,52,85,0,59.26,Not Ready
A,21EE0720,EEE,44,78,205,4,44,60,0,49.2,Not Ready
B,21IT0721,EEE,51,53,440,3,60,57,7,60.48,Not Ready
C,21ME0722,ME,58,75,67,6,67,79,0,53.23,Not Ready
A,21EC0723,ECE,72,67,287,7,80,70,2,66.53,Not Ready
B,21CS0724,EEE,63,75,270,6,96,74,4,68.7,Not Ready
C,21EC0725,EEE,56,54,158,8,46,59,1,49.74,Not Ready
B,21EC0726,CSE,53,74,422,4,44,55,5,61.5,Not Ready
C,21ME0727,EEE,43,69,404,8,96,62,6,70.91,Ready
B,21EE0728,ECE,88,42,442,7,54,50,1,64.4,Not Ready
D,21ME0729,ECE,52,62,359,8,58,91,4,65.46,Not Ready
C,21ME0730,IT,99,45,433,2,93,89,2,72.22,Ready
D,21CS0731,ECE,89,57,234,5,83,84,4,66.91,Not Ready
B,21EE0732,CSE,47,84,401,2,60,53,3,60.42,Not Ready
C,21EE0733,IT,68,55,121,8,78,67,4,58.34,Not Ready
D,21CS0734,CSE,66,97,0,9,44,89,1,57.72,Not Ready
C,21EC0735,ECE,84,61,14,2,43,52,1,43.84,Not Ready
C,21EE0736,ME,67,56,284,9,64,86,2,64.41,Not Ready
C,21IT0737,EEE,48,55,242,6,51,41,4,50.53,Not Ready
A,21IT0738,ECE,77,67,289,1,95,93,7,69.28,Not Ready
D,21IT0739,ECE,69,53,217,2,65,59,0,50.73,Not Ready
C,21EC0740,ME,77,46,487,8,70,44,2,68.23,Not Ready
C,21IT0741,ECE,77,43,121,6,46,92,1,51.57,Not Ready
D,21CS0742,EEE,97,49,481,2,95,79,7,76.96,Ready
C,21EE0743,EEE,99,91,80,5,52,41,7,62.48,Not Ready
C,21CS0744,ME,88,99,427,2,40,50,6,71.23,Ready
A,21EE0745,ME,55,68,159,0,52,64,0,45.16,Not Ready
B,21CS0746,IT,97,53,149,7,73,79,1,62.43,Not Ready
A,21CS0747,ECE,73,76,95,2,94,60,6,59.45,Not Ready
D,21ME0748,EEE,46,50,201,5,73,87,7,56.26,Not Ready
C,21EC0749,ECE,47,71,191,8,48,99,5,59.46,Not Ready
A,21CS0750,ECE,47,92,293,9,43,70,3,63.85,Not Ready
A,21EC0751,EEE,76,52,237,1,77,52,4,55.33,Not Ready
C,21EC0752,IT,60,79,242,5,49,47,0,54.53,Not Ready
D,21ME0753,IT,80,92,358,6,73,69,6,76.32,Ready
B,21CS0754,CSE,88,42,146,6,95,92,3,63.17,Not Ready
D,21CS0755,IT,83,68,475,6,47,55,1,68.38,Not Ready
C,21IT0756,IT,60,65,374,0,57,59,7,58.78,Not Ready
C,21EC0757,EEE,73,60,70,2,50,76,5,49.63,Not Ready
B,21ME0758,CSE,75,88,481,4,74,76,1,75.16,Ready
B,21EC0759,ME,62,88,7,1,97,76,7,57.8,Not Ready
C,21CS0760,ME,98,87,438,4,41,55,7,74.54,Ready
D,21IT0761,CSE,53,50,49,3,86,64,0,44.86,Not Ready
B,21CS0762,IT,86,52,351,0,86,91,4,66.14,Not Ready
C,21EE0763,CSE,43,71,161,4,45,84,0,48.39,Not Ready
B,21IT0764,IT,90,47,6,2,68,66,3,48.32,Not Ready
D,21ME0765,ECE,50,50,416,0,64,98,4,58.54,Not Ready
C,21ME0766,EEE,72,41,154,6,82,75,1,55.18,Not Ready
D,21EC0767,ME,40,61,246,6,47,51,6,51.94,Not Ready
A,21EC0768,ECE,48,68,180,0,80,90,4,53.9,Not Ready
B,21IT0769,EEE,75,40,89,4,55,65,2,46.56,Not Ready
B,21CS0770,EEE,42,51,23,3,63,59,4,40.37,Not Ready
C,21IT0771,CSE,50,75,276,6,52,40,7,58.22,Not Ready
C,21EE0772,CSE,88,94,281,1,76,95,3,71.42,Ready
A,21IT0773,EEE,71,45,141,4,86,72,2,54.19,Not Ready
C,21IT0774,CSE,85,78,10,4,74,93,6,61.15,Not Ready
B,21EE0775,CSE,59,42,13,5,84,68,3,47,Not Ready
D,21CS0776,EEE,93,82,123,2,56,42,4,57.02,Not Ready
C,21EE0777,ECE,59,40,229,8,95,42,0,55.41,Not Ready
A,21IT0778,EEE,75,98,10,1,76,84,6,59.55,Not Ready
D,21EC0779,IT,46,51,98,7,93,92,3,55.35,Not Ready
B,21ME0780,ME,96,55,57,4,87,90,5,61.66,Not Ready
C,21CS0781,ECE,59,73,45,8,61,88,0,54.15,Not Ready
A,21CS0782,CSE,99,61,30,5,59,89,0,55.95,Not Ready
C,21EE0783,EEE,78,75,341,9,51,76,6,72.24,Ready
B,21EC0784,ECE,94,66,125,5,46,48,4,56.2,Not Ready
C,21IT0785,ME,57,83,251,7,51,81,1,61.42,Not Ready
